Title;Authors;Year;Venue;DOI;Abstract;Selected?;Exclusion Criteria
Designing Interactive Explainable AI Tools for Algorithmic Literacy and Transparency;Bhat, Maalvika and Long, Duri;2024;Proceedings of the 2024 ACM Designing Interactive Systems Conference;https://doi.org/10.1145/3643834.3660722;As artificial intelligence (AI) increasingly permeates everyday life, there is a growing need for public understanding of AI’s underlying principles. Existing educational interventions and explainable AI (XAI) tools cater mainly to children or adult experts. In this paper, we present three interactive web-based tools to foster AI learning among adults without technical backgrounds. Designed according to learning sciences and user-centered design principles, these tools simplify complex AI concepts like edge detection, confidence thresholds, and sensitivity, making AI more understandable for beginners and facilitating reflection on ethical issues. We present results from a mixed-methods evaluation of the tools with 42 participants. Results show heightened familiarity and confidence in AI concepts. Our qualitative analysis additionally reveals common interaction patterns amongst participants. This paper offers both a design contribution to the AI education and XAI communities and emergent interaction patterns to support the design of transparent and learner-centered AI for adult novices.;No;lacks practical relevance to organizations
Crowdsourcing Smart City: SmartTaipei Project;Liu, Helen K. and Guo, Yu-Wei and Chen, Liang-Yu;2023;Proceedings of the 24th Annual International Conference on Digital Government Research;https://doi.org/10.1145/3598469.3598474;Increasingly governments engage the crowd through online platforms to generate innovation and utilize collaborative platforms for AI adoptions as a governance strategy. This study aims to investigate the factors associated with terminated and implemented smart city or AI related technologies projects through qualitative analysis. This study selected a setting based on the Taipei Smart City Industrial Field Experiment Pilot Program since 2016. We collected online achieved data of the smart city proposals from 2016 to April 2023 (N=295). Based on those achieved data with descriptions for termination and implementation, this paper discusses the opportunities, challenges, and suggestions for overcoming such challenges of the SmartTaipei Project. Given that governments do not provide financial support for smart city pilot projects, enterprises acquire opportunities to experiment with and thus improve their products or services. The successful experiment is conducive to research and development, business expansion, and even government procurement. However, despite the fact that the SmartTaipei proposals and projects have been discussed and modified several times before implementation, 41.7% of the projects were terminated due to several reasons. We classify the total number of AI technologies adopted across all projects. We also use the Technology Enactment Framework as the analysis framework to summarize the reason why nearly 41.7% of the project (N=123) were terminated. To address the challenges of building smart cities, this paper suggests that municipal governments (1) build up platforms for stakeholder participation and assess progressive results, (2) develop a comprehensive development strategy and enhance digital infrastructure, and (3) develop a convention for international exchange.;No;lacks practical relevance to organizations
“It is currently hodgepodge”: Examining AI/ML Practitioners’ Challenges during Co-production of Responsible AI Values;Varanasi, Rama Adithya and Goyal, Nitesh;2023;Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems;https://doi.org/10.1145/3544548.3580903;Recently, the AI/ML research community has indicated an urgent need to establish Responsible AI (RAI) values and practices as part of the AI/ML lifecycle. Several organizations and communities are responding to this call by sharing RAI guidelines. However, there are gaps in awareness, deliberation, and execution of such practices for multi-disciplinary ML practitioners. This work contributes to the discussion by unpacking co-production challenges faced by practitioners as they align their RAI values. We interviewed 23 individuals, across 10 organizations, tasked to ship AI/ML based products while upholding RAI norms and found that both top-down and bottom-up institutional structures create burden for different roles preventing them from upholding RAI values, a challenge that is further exacerbated when executing conflicted values. We share multiple value levers used as strategies by the practitioners to resolve their challenges. We end our paper with recommendations for inclusive and equitable RAI value-practices, creating supportive organizational structures and opportunities to further aid practitioners.;No;lacks practical relevance to organizations
South Korean Public Value Coproduction Towards ‘AI for Humanity’: A Synergy of Sociocultural Norms and Multistakeholder Deliberation in Bridging the Design and Implementation of National AI Ethics Guidelines;Ha, You Jeen;2022;Proceedings of the 2022 ACM Conference on Fairness, Accountability, and Transparency;https://doi.org/10.1145/3531146.3533091;"As emerging technologies such as Big Data, Artificial Intelligence (AI), robotics, and the Internet of Things (IoT) pose fundamental challenges for global and domestic technological governance, the ‘Fourth Industrial Revolution’ (4IR) comes to the fore with AI as a frontrunner, generating discussions on the ethical elements of AI amongst key stakeholder groups, such as government, academia, industry, and civil society. However, in recent AI ethics and governance scholarship, AI ethics design appears to be divorced from AI ethics implementation, an implicit partition that results in two separate matters of theory and practice, respectively, and thus invokes efforts to bridge the ‘gap’ between the two. Such a partition potentially overcomplicates the discussion surrounding AI ethics and limits its productivity. This paper thus presents South Korea's people-centered ‘National Guidelines for Artificial Intelligence Ethics’ (??????????; ‘Guidelines’) and their development under the Moon administration as a case study that can help readers conceptualize AI ethics design and implementation as a continuous process rather than a partitioned one. From a public value perspective, the case study examines the Guidelines and the multistakeholder policymaking infrastructure that serves as the foundation for both the Guidelines’ design and implementation. This examination draws from literature in AI ethics and governance, public management and administration, and Korean policy and cultural studies as well as government and public documents alongside 9 interviews with members from the four stakeholder groups that collectively designed and continue to deliberate upon the Guidelines. Further, the study specifically focuses on (i) identifying public values that were highlighted by the Guidelines, (ii) investigating how such values reflect prevalent Korean sociocultural norms, and (iii) exploring how these values, in a way made possible by Korean sociocultural norms and policymaking, have been negotiated amongst the four stakeholder groups in a democratic public sphere to be ultimately incorporated into the Guidelines and prepared for implementation. This paper hopes to contribute to theory-building in AI ethics and provide a point of comparison in the international stage for future research concerning AI ethics design and implementation.";No;lacks practical relevance to organizations
"""Something Fast and Cheap"" or ""A Core Element of Building Trust""? - AI Auditing Professionals' Perspectives on Trust in AI";Lassiter, Tina B. and Fleischmann, Kenneth R.;2024;Proc. ACM Hum.-Comput. Interact.;https://doi.org/10.1145/3686963;Artificial Intelligence (AI) auditing is a relatively new area of work. Currently, there is a lack of uniform standards and regulation. As a result, the AI auditing ecosystem is very diverse, and AI auditing professionals use a variety of different auditing methods. So far, little is known about how AI auditors approach the concept of trust in AI through AI audits, in particular regarding the trust of users. This paper reports findings from interviews with 19 AI auditing stakeholders to understand how AI auditing professionals seek to create calibrated trust in AI tools and AI audits. Themes identified included the AI auditing ecosystem, participants' experiences with AI auditing, and trust in AI audits and AI. The paper adds to the existing research on trust in AI and trustworthiness in AI by adding perspectives of key stakeholders regarding trust in AI Audits by users as an essential and currently less explored part of the trust in AI research. This paper shows how information asymmetry in respect to AI audits can decrease the value of audits for users and consequently their trust in AI systems. Study participants suggest key elements for rebuilding trust and suggest recommendations for the AI auditing industry, such as monitoring of auditors and effective communication about AI audits.;No;lacks practical relevance to organizations
Evaluating the impact of artificial intelligence technologies in public services: towards an assessment framework;van Noordt, Colin and Misuraca, Gianluca;2020;Proceedings of the 13th International Conference on Theory and Practice of Electronic Governance;https://doi.org/10.1145/3428502.3428504;Many governments are exploring applications of AI technologies to improve their public services. While AI has the potential to radically improve governmental processes, services and policy, limited studies empirically validate the effects of the use of AI. In this research paper, a first discussion on the development of a conceptual framework to research more rigorously the effects of AI in government is proposed. The proposed elements of the framework build upon the current understanding of the drivers influencing adoption of AI and takes into account the need for complementary organisational changes for increasing impact. The model follows a public value approach to understand the possible impact of AI on both the internal mechanism of the organisation, public service quality and broader societal effects.;No;lacks practical relevance to organizations
Understanding Contestability on the Margins: Implications for the Design of Algorithmic Decision-making in Public Services;Karusala, Naveena and Upadhyay, Sohini and Veeraraghavan, Rajesh and Gajos, Krzysztof Z.;2024;Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems;https://doi.org/10.1145/3613904.3641898;Policymakers have established that the ability to contest decisions made by or with algorithms is core to responsible artificial intelligence (AI). However, there has been a disconnect between research on contestability of algorithms, and what the situated practice of contestation looks like in contexts across the world, especially amongst communities on the margins. We address this gap through a qualitative study of follow-up and contestation in accessing public services for land ownership in rural India and affordable housing in the urban United States. We find there are significant barriers to exercising rights and contesting decisions, which intermediaries like NGO workers or lawyers work with communities to address. We draw on the notion of accompaniment in global health to highlight the open-ended work required to support people in navigating violent social systems. We discuss the implications of our findings for key aspects of contestability, including building capacity for contestation, human review, and the role of explanations. We also discuss how sociotechnical systems of algorithmic decision-making can embody accompaniment by taking on a higher burden of preventing denials and enabling contestation.;No;lacks practical relevance to organizations
Legal Provocations for HCI in the Design and Development of Trustworthy Autonomous Systems;Urquhart, Lachlan D. and McGarry, Glenn and Crabtree, Andy;2022;Nordic Human-Computer Interaction Conference;https://doi.org/10.1145/3546155.3546690;We propose a series of legal provocations emerging from the proposed European Union Artificial Intelligence Act 2021 (AIA) and explore how they open up new possibilities for HCI in the design and development of trustworthy autonomous systems. The AIA continues the ‘by design’ trend seen in recent EU regulation of emerging technologies. The AIA targets AI developments that pose risks to society and citizens’ fundamental rights, introducing mandatory design and development requirements for high-risk AI systems (HRAIS). These requirements regulate different stages of the AI development cycle including ensuring data quality and governance strategies, mandating testing of systems, ensuring appropriate risk management, designing for human oversight, and creating technical documentation. These requirements open up new opportunities for HCI that reach beyond established concerns with the ethics and explainability of AI and situate AI development in human-centered processes and methods of design to enable compliance with regulation and foster societal trust in AI.;No;lacks practical relevance to organizations
The Who in XAI: How AI Background Shapes Perceptions of AI Explanations;Ehsan, Upol and Passi, Samir and Liao, Q. Vera and Chan, Larry and Lee, I-Hsiang and Muller, Michael and Riedl, Mark O;2024;Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems;https://doi.org/10.1145/3613904.3642474;Explainability of AI systems is critical for users to take informed actions. Understanding who opens the black-box of AI is just as important as opening it. We conduct a mixed-methods study of how two different groups—people with and without AI background—perceive different types of AI explanations. Quantitatively, we share user perceptions along five dimensions. Qualitatively, we describe how AI background can influence interpretations, elucidating the differences through lenses of appropriation and cognitive heuristics. We find that (1) both groups showed unwarranted faith in numbers for different reasons and (2) each group found value in different explanations beyond their intended design. Carrying critical implications for the field of XAI, our findings showcase how AI generated explanations can have negative consequences despite best intentions and how that could lead to harmful manipulation of trust. We propose design interventions to mitigate them.;No;lacks practical relevance to organizations
Unraveling the Dilemma of AI Errors: Exploring the Effectiveness of Human and Machine Explanations for Large Language Models;Pafla, Marvin and Larson, Kate and Hancock, Mark;2024;Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems;https://doi.org/10.1145/3613904.3642934;The field of eXplainable artificial intelligence (XAI) has produced a plethora of methods (e.g., saliency-maps) to gain insight into artificial intelligence (AI) models, and has exploded with the rise of deep learning (DL). However, human-participant studies question the efficacy of these methods, particularly when the AI output is wrong. In this study, we collected and analyzed 156 human-generated text and saliency-based explanations collected in a question-answering task (N = 40) and compared them empirically to state-of-the-art XAI explanations (integrated gradients, conservative LRP, and ChatGPT) in a human-participant study (N = 136). Our findings show that participants found human saliency maps to be more helpful in explaining AI answers than machine saliency maps, but performance negatively correlated with trust in the AI model and explanations. This finding hints at the dilemma of AI errors in explanation, where helpful explanations can lead to lower task performance when they support wrong AI predictions.;No;lacks practical relevance to organizations
Conversational User Interfaces on Mobile Devices: Survey;Jaber, Razan and McMillan, Donald;2020;Proceedings of the 2nd Conference on Conversational User Interfaces;https://doi.org/10.1145/3405755.3406130;"Conversational User Interfaces (CUI) on mobile devices are the most accessible and widespread examples of voice-based interaction in the wild. This paper presents a survey of mobile conversation user interface research since the commercial deployment of Apple's Siri, the first readily available consumer CUI. We present and discuss Text Entry &amp; Typing, Application Control, Speech Analysis, Conversational Agents, Spoken Output, &amp; Probes as the prevalent themes of research in this area. We also discuss this body of work in relation to the domains of Health &amp; Well-being, Education, Games, and Transportation. We conclude this paper with a discussion on Multi-modal CUIs, Conversational Repair, and the implications for CUIs of greater access to the context of use.";No;lacks practical relevance to organizations
A study of UX practitioners roles in designing real-world, enterprise ML systems;Zdanowska, Sabah and Taylor, Alex S;2022;Proceedings of the 2022 CHI Conference on Human Factors in Computing Systems;https://doi.org/10.1145/3491102.3517607;Opportunities for AI and machine learning (ML) are vast in current interactive systems development. However, comparatively little is known about how functionality for the system behind the interface is designed and how design methodologies such as user-centered design have influence. This research focuses on how interdisciplinary teams that include UX practitioners design real-world enterprise ML systems outside of big technology companies. We conducted a survey with product managers, and interviews with interdisciplinary teams and individual UX practitioners. The findings show that nontechnical UX practitioners are highly capable in designing AI/ML systems. In addition to applying UX and interaction design expertise to make decisions regarding functionality, they employ skills that aid collaboration across interdisciplinary teams. However, our findings suggest existing HCI design techniques such as prototyping and simulating complexity of enterprise ML systems are insufficient. We propose adaptations to design practices and conclude that some existing research should be reconsidered.;No;lacks practical relevance to organizations
Artificial Intelligence Law for Malaysia;Mohamed Yusof, Nor Ashikin and Sazrina Saimy, Intan and Salleh, Siti Hasliah and Badrul Hisham, Amirah 'Aisha and Mustafa, Wan Azani and Alkafaji, Hassan;2023;International Conference for Technological Engineering and its Applications in Sustainable Development (ICTEASD);https://doi.org/10.1109/ICTEASD57136.2023.10584852;"This study examines the proposed artificial intelligence (AI) law in Malaysia, exploring its distinctive approach within the global landscape. While adopting the established ""AI Principles,"" it rebrands them as ""Seven Responsible AI Principles"" and introduces the novel concept of ""pursuit of happiness"" as one of the core principles. This reflects Malaysia's commitment to forging its own path in AI governance, aligning with global standards while embedding unique cultural values and aspirations as expounded by the Federal Constitution and Rukun Negara Principles. Employing a qualitative approach, data was gathered through literature review and Focus Group Discussions (FGDs) with 80 participants representing diverse Quad Helix groups. Thematic and content analysis, along with triangulation, allowed for identification of key themes related to the perceived uniqueness of the proposed law and its alignment with national values. This research contributes significantly by shedding light on Malaysia's innovative approach to AI governance. By prioritizing national values and happiness alongside adherence to global standards, the proposed law has the potential to serve as a model for other nations seeking responsible and culturally sensitive AI regulations. This study offers valuable insights into the early stages of Malaysia's AI journey, paving the way for further discussions and research as the law progresses towards implementation.";No;lacks practical relevance to organizations
Data Science Failure: A Literature Review;Lahiri, Sucheta and Saltz, Jeff ;2023;2023 IEEE International Conference on Big Data (BigData);https://doi.ieeecomputersociety.org/10.1109/BigData59044.2023.10386265;"Data science is a multifaceted field that integrates statistics, computer science, social science, and other domains to generate valuable insights from data. Despite unprecedented development, many data science projects fail to achieve desired outcomes. This paper presents a work-in-progress systematic literature review of grey literature to explore the opinions of industry practitioners on data science failure. Specifically, this study reviews trade journals, news articles, blogs, and industry reports published from 2018-2023 to identify common data science failure themes outside of traditional academic literature. Initial findings reveal that technical, process, people, financial, and organizational frictions frequently undermine data science projects. Furthermore, risks related to AI governance, ethical considerations, CRM strategies, data quality, access, and team skills also contribute to data science failure. The analysis highlights the contextual nature of “failure,” emphasizing the importance of critical thinking that must align with data science goals and business needs. In short, the results suggest that grey literature provides unique perspectives into data science failure, which can be complementary to peer-reviewed scholarship.}, 
";No;lacks practical relevance to organizations
Formulating Analytical Governance Frameworks: An Integration of Data and AI Governance Approaches;Kanying, Thanika and Thammaboosadee, Sotarat and Chuckpaiwong, Rojjalak;2023;Proceedings of the 13th International Conference on Advances in Information Technology;https://doi.org/10.1145/3628454.3628461;This study underscores the importance of standard data analytics governance within organizations to leverage the potential of increasing volumes of big data. Even though Thailand has operative frameworks for data governance and AI governance, there lacks a concrete framework specifically for analytics governance. To fill this void, the research utilizes the Data Governance Framework from the Digital Government Development Agency (DGA), the Artificial Intelligence Governance for e-Business and Digital Services from the Electronic Transactions Development Agency (ETDA), and the Data Management Capability Assessment Model (DCAM) within the Analytics Management section. The design and evaluation of the analytics governance framework are carried out using feedback from experts via a questionnaire. The ultimate objective of this study is to pinpoint the relevant components necessary for formulating an analytics governance framework in organizations in Thailand, which have already implemented data governance.;No;Not a secondary study
U.S. Public Opinion on the Governance of Artificial Intelligence;Zhang, Baobao and Dafoe, Allan;2020;Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society;https://doi.org/10.1145/3375627.3375827;Artificial intelligence (AI) has widespread societal implications, yet social scientists are only beginning to study public attitudes toward the technology. Existing studies find that the public's trust in institutions can play a major role in shaping the regulation of emerging technologies. Using a large-scale survey (N=2000), we examined Americans' perceptions of 13 AI governance challenges as well as their trust in governmental, corporate, and multistakeholder institutions to responsibly develop and manage AI. While Americans perceive all of the AI governance issues to be important for tech companies and governments to manage, they have only low to moderate trust in these institutions to manage AI applications.;No;Not a secondary study
An Artificial Intelligence Definition and Classification Framework for Public Sector Applications;Ballester, Omar;2021;Proceedings of the 22nd Annual International Conference on Digital Government Research;https://doi.org/10.1145/3463677.3463709;Artificial Intelligence (AI) currently holds the spotlight amongst the interdisciplinary research fields that transcend the realm of academia. AI methods are enabled by a wide variety of technologies, methods and data, presenting a number of opportunities and challenges in a public decision-making context that differ by context of application. While the regulatory landscape surrounding AI governance is a pressing problem for scholars, the literature has often overlooked the role of the government as a user of AI. This article presents a classification framework for AI applications that facilitates the work in public sector (in the role of user) deployment. With our framework, we try to provide a lens to different deployment-related questions.;No;Not a secondary study
A Roadmap of Explainable Artificial Intelligence: Explain to Whom, When, What and How?;Mostafa Haghir Chehreghani;2024;https://doi.org/10.1145/3702004;ACM Computing Surveys;This article presents a roadmap for explainable AI (XAI), detailing stakeholder needs, explanation goals, and matching methods throughout the AI lifecycle, offering guidance for researchers and practitioners.;Yes;
A Systematic Literature Review on AI-Based Recommendation Systems and Their Ethical Considerations;Ronghang Zhu, Dongliang Guo, Daiqing Qi, Zhixuan Chu, Xiang Yu, Sheng Li;2024;https://doi.org/10.1109/ACCESS.2024.3451054;ACM Transactions on Knowledge Discovery from Data;This paper explores the pivotal role of trust in the widespread application of Artificial Intelligence (AI) across various domains. We review AI applications in sectors like energy, healthcare, and autonomous vehicles and discuss the crisis of human trust they face. This paper introduces a novel framework that delineates the relationship between AI transparency and user trust, highlighting specific industry applications. Through a systematic review of recent literature, we first delve into factors such as emotional response, acceptance, transparency, accuracy, and interpretability that shape human trust in AI. We then underscore the necessity of ethical AI practices and highlight the importance of regulatory measures to keep pace with technological advancements. Finally, we propose strategic measures for maintaining trust in AI, focusing on stringent regulation, ethical authorization, and effective human-AI cooperation, thereby contributing to the ongoing discourse on AI trust.;Yes;
Developing an Ethical Regulatory Framework for Artificial Intelligence: Integrating Systematic Review, Thematic Analysis, and Multidisciplinary Theories;Wang, Jian and Huo, Yujia and Mahe, Jinli and Ge, Zongyuan and Liu, Zhangdaihong and Wang, Wenxin and Zhang, Lin;2024;IEEE Access;https://doi.org/10.1109/ACCESS.2024.3501332;Artificial intelligence (AI) ethics has emerged as a global discourse within both academic and policy spheres. However, translating these principles into concrete, real-world applications for AI development remains a pressing need and a significant challenge. This study aims to bridge the gap between principles and practice from a regulatory government perspective and promote best practices in AI governance. To this end, we developed the Ethical Regulatory Framework for AI (ERF-AI) to guide regulatory bodies in constructing mechanisms, including role setups, procedural configurations, and strategy design. The framework was developed through a systematic review, thematic analysis, and the integration of interdisciplinary concepts. A comprehensive search was conducted across four electronic databases (PubMed, IEEE Xplore, Web of Science, and Scopus) and four additional sources containing AI standards and guidelines from various countries and international organizations, focusing on studies published from 2014 to 2024. Thematic analysis identified and refined key themes from the included literature and integrated concepts from process control theory, computer science, organizational management, information technology, and behavioral psychology. This study adhered to the PRISMA guidelines and employed NVivo for thematic analysis. The resulting framework encompasses 23 themes, particularly emphasizing three feedback-loop processes: the ethical review process, the incentive and penalty process, and the mechanism improvement process, offering theoretical guidance for the construction of ethical regulatory mechanisms. Based on this framework, a seven-step process and case examples for mechanism design are presented, enhancing the practicality of ERF-AI in developing ethical regulatory mechanisms. Future research is expected to explore customization of the framework to remain responsive to emerging AI trends and challenges, supported by empirical studies and rigorous testing for further refinement and expansion.},;Yes;
IT Governance in the Artificial Intelligence Age: Trends and Practices;Abelnica, Kaspars and Petrovskis, Guntis and Vindecs, Agris and Romanovs, Andrejs;2024;2024 IEEE 65th International Scientific Conference on Information Technology and Management Science of Riga Technical University (ITMS);http://doi.org/10.1109/ITMS64072.2024.10741935;The rapid development of artificial intelligence (AI) this decade has created brand new opportunities for companies to improve and rethink their business processes. When adopting AI solutions such as ChatGPT, it is important that current IT governance practices are adapted for this AI revolution. This paper is a literature review that overviews current AI governance trends and future opportunities. Based on this review, the authors have put forth their recommendations for successfully governing AI in business use cases.},;Yes;
Talking past each other? Navigating discourse on ethical AI: Comparing the discourse on ethical AI policy by Big Tech companies and the European Commission;Evers, Cornelia;2024;Proceedings of the 2024 ACM Conference on Fairness, Accountability, and Transparency;https://doi.org/10.1145/3630106.3659013;This study examines the convergence of the European Commission (EC) and Big Tech companies’ (Google and Microsoft) discourse on ‘ethical’ AI through critical discourse analysis and the concept of hegemonic discourse. The paper answers the question to what extent there is a hegemonic discourse on ethical AI between EU policymakers and Big Tech companies and whether this is impacted by the prospect of legally binding legislation, considering the possible impact of the 2021 AI Act Proposal of the European Commission. This analysis is relevant at an inflection point where previous literature notes superficial convergence between the approaches of public and private actors, indicating policy consensus. The scope of analysis however is limited to non-legally binding regulation and lacks regional focus. In the EU, the advent of legally binding AI regulation with the 2021 AI Act (AIA) Proposal marks a critical juncture: with agreement on the AIA in December 2023, ethics standards become part of market entry requirements to the EU Single Market and the underlying differences in approaching Ethical AI will have important ramifications on policy preferences, compliance, enforcement and thought leadership in the domain more broadly. I find that the European discourse on ‘ethical’ AI by the EC and Big Tech companies such as Google and Microsoft is largely hegemonic and depoliticised in non-legally binding settings from 2018-2021 due to shared assumptions on ‘ethical’ AI and absence of significant underlying social and political conflict. It evolves to non-hegemonic and repoliticised discourse through dislocation by the prospect of legally binding regulation, which pushes actors to reveal their genuine policy preferences that bear political and social conflictuality whilst both actor types take an instrumental approach to ethics.;No;Full text not accessible
An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance.;Teixeira, S\'{o;2022;Proceedings of the 15th International Conference on Theory and Practice of Electronic Governance;https://doi.org/10.1145/3560107.3560298;Our lives have been increasingly filled with technologies that use Artificial Intelligence (AI), whether at home, in public spaces, in social organizations, or in services. Like other technologies, adopting this emerging technology also requires society’s attention to the challenges that may arise from it. The media brought to the public some unexpected results from using these technologies, for example, the unfairness case in the COMPAS system. It became more evident that these technologies can have unintended consequences. In particular, in the public interest domain, these unintended consequences and their origin are a challenge for public policies, governance, and responsible AI. This work aims to identify the technological and ethical risks in data-driven decision systems based on AI and conduct a diagnosis of these risks and their perception. To do that, we use a triangulation of methods. In the first stage, a search on Web of Science has been performed. We consider all the 412 papers. The second stage corresponds to a analysis of experts. The papers have been classified according to the relevance to the topic by the experts. In the third stage, we use the survey method and include risk insights from stage two in our questions. We found 24 concerns which arise from the perspective of the ethical and technological risk perspective. The perception of participants regarding the level of concern they have with the risks of a data-driven system based on AI is high than their perception of society’s concern. Fairness is considered the risk whose perception is more severe. Fairness, Bias, Accountability, Interpretability, and Explainability are considered the most relevant concepts for a responsible AI. Consequently, also the most relevant for responsible governance of AI.;No;Full text not accessible
Responsible AI Pattern Catalogue: A Collection of Best Practices for AI Governance and Engineering;Lu, Qinghua and Zhu, Liming and Xu, Xiwei and Whittle, Jon and Zowghi, Didar and Jacquet, Aurelie;2024;ACM Comput. Surv.;https://doi.org/10.1145/3626234;Responsible Artificial Intelligence (RAI) is widely considered as one of the greatest scientific challenges of our time and is key to increase the adoption of Artificial Intelligence (AI). Recently, a number of AI ethics principles frameworks have been published. However, without further guidance on best practices, practitioners are left with nothing much beyond truisms. In addition, significant efforts have been placed at algorithm level rather than system level, mainly focusing on a subset of mathematics-amenable ethical principles, such as fairness. Nevertheless, ethical issues can arise at any step of the development lifecycle, cutting across many AI and non-AI components of systems beyond AI algorithms and models. To operationalize RAI from a system perspective, in this article, we present an RAI Pattern Catalogue based on the results of a multivocal literature review. Rather than staying at the principle or algorithm level, we focus on patterns that AI system stakeholders can undertake in practice to ensure that the developed AI systems are responsible throughout the entire governance and engineering lifecycle. The RAI Pattern Catalogue classifies the patterns into three groups: multi-level governance patterns, trustworthy process patterns, and RAI-by-design product patterns. These patterns provide systematic and actionable guidance for stakeholders to implement RAI.;Yes;
Responsible AI Systems: Who are the Stakeholders?;Qinghua Lu, Liming Zhu, Xiwei Xu, Jon Whittle, Didar Zowghi, Aurelie Jacquet;2024;https://doi.org/10.1145/3514094.3534187;ACM Computing Surveys;The paper identifies stakeholders in responsible AI systems via literature review and content analysis, structured by ISO 26000:2010 guidance. It provides a long-list to guide selection of ethical guidelines by practitioners.;Yes;
Towards a Privacy and Security-Aware Framework for Ethical AI: Guiding the Development and Assessment of AI Systems;Korobenko, Daria and Nikiforova, Anastasija and Sharma, Rajesh;2024;Proceedings of the 25th Annual International Conference on Digital Government Research;https://doi.org/10.1145/3657054.3657141;As artificial intelligence (AI) continues its unprecedented global expansion, accompanied by a proliferation of benefits, an increasing apprehension about the privacy and security implications of AI-enabled systems emerges. The pivotal question of effectively controlling AI development at both jurisdictional and organizational levels has become a prominent theme in contemporary discourse. While the European Commission has taken a decisive step by reaching a political agreement on the EU AI Act, the world’s first comprehensive AI law, organizations still find it challenging to adapt to the fast-evolving AI landscape, lacking a universal tool for evaluating the privacy and security dimensions of their AI models and systems. In response to this challenge, this study conducts a systematic literature review (SLR) with a primary focus on establishing a unified definition of key concepts in AI Ethics, particularly emphasizing the domains of privacy and security. Through the synthesis of knowledge extracted from the SLR, this study presents a conceptual framework tailored for privacy- and security-aware AI systems. This framework is designed to assist diverse stakeholders, including organizations, academic institutions, and governmental bodies, in the development and critical assessment of AI systems. Essentially, the proposed framework serves as a guide for ethical decision-making, fostering an environment wherein AI is developed and utilized with a strong commitment to ethical principles. In addition, the study unravels the key issues and challenges surrounding the privacy and security dimensions, delineating promising avenues for future research, thereby contributing to the ongoing dialogue on the globalization and democratization of AI ethics.;Yes;
Towards a Responsible AI Metrics Catalogue: A Collection of Metrics for AI Accountability;Xia, Boming and Lu, Qinghua and Zhu, Liming and Lee, Sung Une and Liu, Yue and Xing, Zhenchang;2024;Proceedings of the IEEE/ACM 3rd International Conference on AI Engineering - Software Engineering for AI;https://doi.org/10.1145/3644815.3644959;Artificial Intelligence (AI), particularly through the advent of large-scale generative AI (GenAI) models such as Large Language Models (LLMs), has become a transformative element in contemporary technology. While these models have unlocked new possibilities, they simultaneously present significant challenges, such as concerns over data privacy and the propensity to generate misleading or fabricated content. Current frameworks for Responsible AI (RAI) often fall short in providing the granular guidance necessary for tangible application, especially for Accountability---a principle that is pivotal for ensuring transparent and auditable decision-making, bolstering public trust, and meeting increasing regulatory expectations. This study bridges the Accountability gap by introducing our effort towards a comprehensive metrics catalogue, formulated through a systematic multivocal literature review (MLR) that integrates findings from both academic and grey literature. Our catalogue delineates process metrics that underpin procedural integrity, resource metrics that provide necessary tools and frameworks, and product metrics that reflect the outputs of AI systems. This tripartite framework is designed to operationalize Accountability in AI, with a special emphasis on addressing the intricacies of GenAI.;Yes;
Typology of Risks of Generative Text-to-Image Models;Bird, Charlotte and Ungless, Eddie and Kasirzadeh, Atoosa;2023;Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society;https://doi.org/10.1145/3600211.3604722;This paper investigates the direct risks and harms associated with modern text-to-image generative models, such as DALL-E and Midjourney, through a comprehensive literature review. While these models offer unprecedented capabilities for generating images, their development and use introduce new types of risk that require careful consideration. Our review reveals significant knowledge gaps concerning the understanding and treatment of these risks despite some already being addressed. We offer a taxonomy of risks across six key stakeholder groups, inclusive of unexplored issues, and suggest future research directions. We identify 22 distinct risk types, spanning issues from data bias to malicious use. The investigation presented here is intended to enhance the ongoing discourse on responsible model development and deployment. By highlighting previously overlooked risks and gaps, it aims to shape subsequent research and governance initiatives, guiding them toward the responsible, secure, and ethically conscious evolution of text-to-image models.;Yes;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
